label,spa_qura1,spa_qura2
0,todavía no he recibido mi pedido,No he recibido un correo electrónico que confirme mi pedido
1,Pagué 3 veces por la misma orden por error,Me han cobrado 2 veces por el mismo pedido.
0,Necesito mi reembolso,Necesito una factura por mi compra
0,He cambiado la tarjeta donde tienen que hacer la devolucion,"He confirmado la recepción por error, ¿qué puedo hacer?"
0,guardar información de la tarjeta,Quiero ahorrar en el costo de envío al enviar mis paquetes juntos. ¿Es eso posible?
0,guardar tarjeta de crédito,dónde cargar el extracto de la tarjeta de crédito
0,Aguien que me ayude,¿Cómo pido que me devuelvan mi dinero?
0,"mis pedidos se duplicaron, ¿cómo empiezo de nuevo?",¿Cómo empiezo a usar TradeManager?
0,Solo quiero eliminar la tarjeta de crédito del sitio,Quiero eliminar mi pedido
0,Es la 5 vez que contacto mi orden no viene,¿Cómo puedo contactarlo para cancelar mis transacciones?
1,"No puedo usar mi cupón, cuando finalice una compra, mi cupón no aparece",mi cupón no aparece en la conclusión
0,como hago para rastrear pues automaticamente el sitema activo la recepcion y la vaLoracion y YO AUN NO RECIBO EL PEDIDO,El vendedor ya no está activo y su tienda está vacía.
0,Hola los he molestado en muchas veces para pagar y no puedo hacerlo?,Quiero hablar a otros vendedores sobre los productos que he comprado. ¿Cómo puedo hacerlo?
0,¿Puedo saber mi estado de pago?,Quiero saber el estado de mi disputa
1,¿Cómo obtengo una factura?,Quiero obtener una factura por mi producto.
0,Cómo devolver el artículo,Devolví mi artículo
0,esto no está llegando a ningún lado,"Necesito pagar mi pedido, sigo recibiendo un mensaje de error"
0,No puedo pagar mi artículo,No puedo poner más de un artículo en mi carrito
1,¿Puedo hablar con una persona en vivo?,¿Puedo comunicarme con una persona en vivo?
0,dentro de mi carro de compras no aparecen mis productos comprados,Mis compras fueron enviados a un número que no es el de mi casa.
0,¿Por qué se devuelve mi pedido?,¿Por qué el pedido no se muestra en mi cuenta?
0,Cómo subir MP4 en disputa,cómo verificar el motivo de la disputa
0,Ellos me envían eso,¿Me puede enviar una carta de invitación?
0,no me sale la papelera,"Cuando intento hacer el seguimiento, no sale nada."
0,¿Por qué mis pedidos no pueden ser verificados?,¿Puedo combinar mis pedidos?
0,No puedo ver la opción de disputa,No puedo adjuntar una foto para una disputa
0,por que yo si compro un movil en españa y cojo una garantia cuando tengo un problema lo tengo que enviar a polonia con los consecuentes gastos que ello conlleva por no hablar de el tiempo que tardan,¿Por qué el pago recibido es menor de lo que yo pagué?
1,¿Dónde está la página de detalles de la disputa?,¿Cómo encuentro la página de detalles de la disputa?
0,cómo abrir una disputa,cómo cancelar una disputa abierta?
0,Cómo pagar utilizando el pago ideal,¿Cómo pago mi pedido usando western union?
1,?Es posible pagar con una tarjeta de débito?,¿Es posible pagar con tarjeta de débito?
0,este es mi placer,Mi vendedor no cancelará mi pedido.
0,no he recibido mi orden.,Mi pedido fue cancelado pero no he recibido mi reembolso
0,"Traje algo y lo tienen, así que necesito mi reembolso",ya lo he hecho
0,"No puedo pagar con IDEAL, mi banco dijo que no hay nada de malo con mi IDEAL,",No tomó mi visa llamé a los bancos y me dijeron que debería funcionar
1,es sobre el área de inicio de sesión,Mi información de inicio de sesión no funciona
0,"pero está escrito ""entrega fallida""",Mi pago ha fallado
0,mi pedido aún está en proceso,Mi orden fue cancelada pero mi dinero aún se está reteniendo
0,No veo qué reloj,"No estoy autorizado para ver la cuenta, ¿qué puedo hacer?"
0,cómo obtener la garantía,¿Cómo obtener cupones de vendedor?
0,Cómo configurar que nadie puede enviar mensajes,¿Cómo puedo comprar un producto?
0,responde la pregunta,no responderás mi pregunta
0,?Puedo dejar comentarios a los proveedores?,No puedo contactar con los proveedores vía TradeManager.
0,cómo configurar mi moneda,Cómo el convertidor de moneda
1,¿Por qué se cancela mi pedido?,Pagué mi pedido ¿Por qué lo cancelaste?
1,Tengo alguna pregunta. así que dime tu dirección de correo electrónico,tengo una pregunta
0,vale esperaré un par de dias,No tengo un número de seguimiento.
0,tengo solo uno el pago. Pero todavía no tengo la confirmación. ¿Se ha realizado o no el pedido?,he hecho un pedido
0,cómo abrir una disputa,¿Cómo puedo abrir una disputa sin un archivo adjunto?
0,lo que está escrito en el juicio está en chino y ha tardado,¿Por qué el pago se ha realizado dos veces desde mi tarjeta de crédito?
0,No recibí mi pedido?,No recibí la confirmación después de mi pedido
0,"por favor, conocerte también",podría responderme en inglés por favor?
0,como iniciar chat ???,No se me permite iniciar sesión.
1,¿Puedo cambiar mi pedido si está esperando el envío?,¿Puedo cambiar mi pedido después de pagarlo?
0,no me entendiste,¿Me extrañas?
0,Tengo un nuevo correo,quiero tu correo
0,Hola. Tengo problemas para hacer un pedido. ¿Me pueden ayudar a descubrir qué está mal con su sistema?,me puedes ayudar con el estado de la orden
0,Órdenes canceladas lo que significa,¿Cuál es el significado de Arrival inward office of exchange?
0,Cómo poner la tarjeta de crédito en la cuenta,¿Cómo recibo un reembolso con tarjeta de crédito?
0,"necesito saber cómo recibiré mi monto total de mi disputa, el vendedor solo quiere darme $ 15,00",el vendedor no me da respuesta a mi solicitud
0,ninguna opcion me sirve...,El vendedor no me contesta.
1,cómo encontrar la tienda del vendedor,¿Cómo puedo encontrar una tienda?
0,"filtro de tiempo de entrega, puede especificar",¿Cómo puedo verificar si tengo mi dirección correcta para la entrega?
0,"Hola, quiero preguntar por qué mis pedidos están siendo cerrados",¿Cómo elimino mis pedidos que se cerraron?
1,cómo presentar una queja,¿Puedo presentar una queja contra el vendedor?
0,No se recibió correo electrónico confirmado,Ya existe una cuenta con el correo electrónico que envió
0,"Hola , hace unos dias hize un pedido que cancelé minutos despues , pero veo que me lo han cobrado de la tarjeta , sin embargo en la pagina figura como cancelado y proceso finalizado, que puedo hacer?","Dicen que me han enviado un email, pero no sé adónde."
0,Quería comunicarme porque estoy en mi segunda apelación en 1 semana,¿Cómo puedo saber si mi orden llega a mi país?
0,por favor rastrear y quería un reembolso,quería saber el estado del pedido
0,que esta pasando,qué decir
0,No puedo ingresar mi tarjeta de crédito,"Si utilizo mi tarjeta de crédito, ¿es segura?"
0,?Cómo puedo recibir un reembolso a través de iDeal?,¿Cómo puedo recibir un reembolso si la tarjeta no existe?
1,cómo encontrar el número de pedido,¿Cómo puedo encontrar mi número de orden?
0,Tengo muchos problemas con tus compradores,¿Cuántas ordenes actuales tengo?
0,¿Puedo dejar un comentario si el botón de comentarios ya ha expirado?,¿Cómo dejo comentarios para un pedido?
1,no me permite iniciar sesión?,No puedo iniciar sesión
0,¿Como puedo reclamar los logos?,¿Cuánto se tarda en reclamar?
0,"¿Puedo usar la tarjeta visa entonces? Si es así, ¿cómo podría agregar la tarjeta a la información?",¿Cómo pago con la tarjeta Visa?
0,cómo pago el dinero?,Quiero cancelar un pedido y usar el dinero para pagar otro pedido
1,?Por qué me han cobrado dos veces?,¿Por qué se me cobró dos veces?
0,el orden nunca se procesa,el vendedor nunca envió mi pedido
0,No necesito respuestas automáticas.,No pude averiguarlo con tus preguntas frecuentes
0,¿Cómo cancelo la disputa?,¿Cómo cancelo los comentarios?
0,Quiero enviar el pedido todo a la vez,¿Cómo puedo pagar todos mis pedidos a la vez?
0,"Hola, quiero comprar algo, pero el vendedor tiene que ajustar el precio, mi sistema funciona automáticamente y no permite que el vendedor se ajuste, por favor ayuda",¿Qué sucede si el vendedor no quiere cancelar mi pedido?
0,No he recibido algunos medidores de anillo que pedí.,Pedí zapatos Nike y lo acepto
0,El dinero no ha sido pagado,¿Por qué se retiró mi dinero de mi banco pero se canceló mi pedido?
1,"joder macho, quiero hablar con un ser humano",Necesito hablar con un humano.
0,hago el pago pero aún no hay envío,¿Cómo realizo el pago con TEF?
0,¿Cómo puedo cancelar el pedido?,¿Cómo puedo personalizar mi pedido?
1,necesito mi factura,Necesito una factura.
0,"me informan de que solo puede reclamar el que envia, ya que el paquete no es mio hasta que me llega",Intento registrarme y me dice que el servicio no está disponible.
0,Quiero enviarte una foto para preguntarte si un artículo está disponible para cualquier proveedor de tu sitio. ¿Es posible y cómo puedo hacer eso?,¿Cómo te envío un correo electrónico?
1,ok ... tengo una pregunta para ti,tengo una pregunta
0,cambiar mi número de tarjeta de crédito,mi número de orden es
0,no pueden quedarse con todo,¿Pueden ayudarme con el número de cuenta bancaria que usan?
0,No tengo el número de orden solo el boleto,¿Cómo pago con Boleto?
0,Todavía no he recibido mi pedido y dura demasiado,El vendedor canceló mi pedido. Aún no he recibido mi pago.
0,Cómo responder,El proveedor no responde para reclamar
0,Qué es la protección de los compradores,Quiero contarles a otros compradores sobre los productos que compré. ¿Como lo puedo hacer?
0,por qué las monedas no se agregan,¿Qué puedo hacer con las monedas?
0,Y cómo cancelar un pedido ya que ha pasado bastante y no sale del país de origen,Compré un producto y no vino a mi país.
0,"La promoción comenzó, pero ¿por qué el precio del producto no cambió?",El precio del producto no se cambia
0,con todo el tiempo que a pasado prefiero la devolución del Dinero,No tengo direccion para la devolución.
0,"Hola, necesito restablecer mi contraseña antes de poder agregar una tarjeta",¿Por qué no puedo recibir el correo electrónico de restablecimiento de contraseña?
1,¿Se puede pagar con PayPal?,¿Puedo pagar con PayPal?
0,?Cómo ponerse en contacto con el equipo de disputas?,¿Cómo puedo ponerme en contacto con el vendedor?
0,el vendedor envió el color equivocado,el vendedor ha enviado las mercancías en el índice incorrecto
1,¿Qué es una protección del comprador?,Protección del comprador del fideicomiso
0,"Hola, necesito ayuda por favor",¡Hola! Soy brasileño
1,cómo reportar a su vendedor,¿Cómo informo a un vendedor?
0,pero quiero respuesta: necesito los diez artículos principales que vendí en 2017,Quiero pagar todos mis artículos con un solo pago
1,"sí, necesito ayuda",necesito tu ayuda
0,cómo responder en mi caso de disputa,Caso SIN disputa
0,"Quiero comprar un producto, pero quiero usar mi cuenta de DHL en lugar de pagar la tarifa de envío. Cómo puedo hacer esto",Quiero usar la imagen del producto
0,tela en la ropa de los niños,Hola! Qué tal
0,No satisfecho con la disputa,tengo una disputa con el vendedor
0,Acabo de escribir mi consulta,Acabo de hacer un pedido
0,en resumen de orden no aparece s 'Opción de disputa,¿Por qué mi pedido no se muestra?
0,¿Puedes hablar conmigo?,¿Puedes seguirme?
0,¿Puedo tener un recibo de mi pago?,¿Cómo recibo un reembolso por Pago SMS?
1,Quiero hablar con un agente,Necesito hablar con atención online.
1,Lo siento por mi ingles. Hablo francés.,Sé que mi inglés no es muy bueno lo siento
0,agregar información de la tarjeta de crédito,Fraude de tarjeta de credito
0,tengo un problema con el vendedor,Tengo pedidos cancelados por un vendedor sospechoso
0,dijo que no tuvo éxito en cargarlo,Quiero comprar pero dice No puedo enviar a mi región
1,que significa esto..Tu pedido se cancelará automáticamente si el vendedor no lo envía en un dia,¿Qué pasa si el vendedor no envía mi pedido antes del tiempo de procesamiento?
0,"Estoy cansado de ti, ¿qué debo hacer para obtener algo de justicia?",¿Cómo agrego un número de orden de compra a mi pedido?
0,"si el producto de mi pedido se coloca en Europa, y quiero llegar a finlandia. ¿Debo pagar impuestos?",Quiero hacer un pedido por teléfono
0,artículos en un paquete,¿Cómo puedo obtener todos mis artículos en un carro?
0,no puedo encontrarlo,Quiero encontrar una tienda
0,dice que el sistema esta ocupado,El pedido fue cerrado por el sistema debido a que el vendedor es sospechoso.
0,esperando respuesta,¿Dónde está la respuesta?
0,¿cómo puedo simplemente colocar preorden?,Solo quiero hacer el pedido de un artículo al instante
0,Todavía tengo problemas con los vendedores que no aceptó para devolverme,mi proveedor me dijo que no recibió mi pago.
0,"acabo de hablar con correos, hasta que el envio no llega, la responsabilidad es del que envia",¿Tengo que coger mi compra en la oficina de correos?
0,necesito abrir la disputa,No puedo abrir la disputa
0,¿Quién asumirá el costo de envío?,¿Cuánto es el costo de envío?
0,"después de hacer mi pedido, me dijeron que habría envíos adicionales porque cambié mi dirección. Bueno, no cambié mi dirección. Pero, pagué los cargos adicionales para ver qué",Quiero cambiar mi dirección de envío para la orden de logística
0,¿Hay algún cargo extra por el reembolso?,¿Hay alguna notificación para mí si el reembolso ha sido transferencia?
0,cómo ver los cupones?,¿Cómo verificar las tiendas guardadas?
0,503286913479069 este pedido no me llega y no me deja ver el seguimiento,Hice un pedido y el vendedor me pidió cancelarlo.
0,el reembolso está atascado en el procesamiento,¿Qué es el procesamiento de pagos?
1,¿Dónde vives Eva?,¿Dónde vives?
0,Tuve una disputa,No puedo abrir una disputa porque confirmó que había recibido un pedido
0,No puedo ver el orden en mi auto,No puedo ver el seguimiento de mi pedido
0,Espere. Quiero obtener un producto gratis para publicitar en youtube,Quiero buscar el producto
